# HR   HD     Vmag  B-V   SpType            
  688  14641  5.81  1.55  K5III             
  689  14652  5.28  1.65  M2III             
  690  14662  6.28  0.86  F7Ib              
  691  14690  5.42  0.31  F0Vn              
  692  14691  5.46  0.35  F0V               
  693  14728  5.87  1.23  K0III             
  694  14770  5.19  0.98  G8III             
  695  14802  5.2   0.6   G0Va              
  696  14818  6.25  0.31  B2Ia              
  697  14830  6.22  0.94  G5                
  698  14832  6.31  1.0   K0III             
  699  14872  4.71  1.53  K4+III            
  700  14890  6.53  1.61  K2III             
  701  14943  5.92  0.22  A5V               
  702  14951  5.47  -0.1  B7IV              
  703  14988  6.44  1.32  K3III             
  704  15004  6.33  0.0   A0III             
  705  15008  4.09  0.03  A3V               
  706  15064  6.18  0.66  G2V               
  707  15089  4.52  0.12  A5pSr             
  708  15130  4.89  -0.03 B9.5Vn            
  709  15138  6.12  0.41  F4V               
  710  15144  5.83  0.15  A6VpSrCr          
  711  15152  6.18  1.43  K5III             
  712  15176  5.54  1.12  gK1               
  713  15220  5.88  1.26  K2III             
  714  15233  5.35  0.39  F2III             
  715  15248  5.01  1.09  K1III             
  716  15253  6.51  0.09  A2pShell          
  717  15257  5.29  ""    F0III             
  718  15318  4.28  -0.06 B9III             
  719  15328  6.45  0.97  K0III             
  720  15335  5.89  0.58  G0V               
  721  15371  4.25  -0.14 B5IV              
  722  15379  6.41  1.54  M5III             
  723  15385  6.19  0.15  A5m               
  724  15427  5.14  0.1   A2V               
  725  15453  6.07  1.02  K2III             
  726  15464  6.25  1.07  K1III             
  727  15471  6.11  1.11  K2IIICNII         
  728  15524  5.92  0.41  F6IV              
  729  15550  6.15  0.25  A9V               
  730  15588  6.77  0.19  A9V               
  731  15596  6.23  0.9   G5III-IV          
  732  15633  6.0   0.17  "A7III-IV s"      
  733  15634  6.51  0.29  dA9n              
  734  15646  6.37  -0.04 A0V               
  735  15652  6.1   1.61  M1III             
  736  15656  5.15  1.47  K5III             
  737  15694  5.25  1.27  K3III             
  738  15755  5.83  1.07  K0III             
  739  15779  5.35  1.02  gG3               
  740  15798  4.75  0.45  F4IV              
  741  15814  6.04  0.54  F8V               
  742  15889  6.3   1.02  G8III             
  743  15920  5.16  0.88  G8III             
  744  15975  5.9   1.06  K0III             
  745  15996  6.21  1.1   K0                
  746  16004  6.36  -0.1  B9pHgMn           
  747  16024  5.78  1.56  K5III             
  748  16028  5.71  1.39  K3III             
  749  16046  4.9   -0.05 B9.5V             
  750  16058  5.35  1.66  M3IIIa            
  751  16060  6.18  1.06  gG6               
  752  16074  5.75  1.4   gK4               
  753  16160  5.82  0.98  K3V               
  754  16161  4.86  0.87  G8III             
  755  16170  6.24  0.52  F6V               
  756  16176  5.9   0.48  F5V               
  757  16187  6.1   1.05  K0                
  758  16210  5.3   1.55  M4IIIe            
  759  16212  5.53  1.59  M0III             
  760  16219  6.54  -0.12 B5V               
  761  16220  6.25  0.48  F8V               
  762  16226  6.77  -0.06 B9V               
  763  16234  5.68  0.49  F7V               
  764  16232  7.09  0.5   F4V               
  765  16246  6.5   0.41  F6III             
  766  16247  5.81  1.04  gK0               
  767  16307  5.75  1.02  G8-K0III          
  768  16327  6.18  0.47  F6III             
  769  16350  6.3   -0.03 B9.5V             
  770  16399  6.39  0.44  F6IV              
  771  16400  5.65  1.02  gG5               
  772  16417  5.79  0.66  G5IV              
  773  16432  5.43  0.16  A7V               
  774  16458  5.78  1.3   G8pBa3            
  775  16467  6.21  1.0   G9III             
  776  16522  5.28  0.98  G8III             
  777  16538  5.83  0.48  F4V               
  778  16555  5.31  0.27  A6V               
  779  16582  4.07  -0.22 B2IV              
  780  16589  6.49  0.52  G0IV              
  781  16620  4.84  0.45  F5V+F6V           
  782  16628  5.3   0.09  A3V               
  783  16647  6.25  0.4   F3V:              
  784  16673  5.78  0.52  F6V               
  785  16727  5.77  -0.13 B7IIIpHg          
  786  16733  6.52  1.04  K0III             
  787  16735  5.84  1.12  K0II-III          
  788  16739  4.91  0.59  F9V               
  789  16754  4.75  0.06  A2V               
  790  16765  5.71  0.52  F7IV              
  791  16769  5.95  0.1   A5III             
  792  16780  6.48  ""    G5II              
  793  16811  5.69  -0.02 A0Vnp:            
  794  16815  4.11  1.02  K0III             
  795  16824  6.05  1.17  gG9               
  796  16825  5.98  0.43  F5III:            
  797  16861  6.3   0.06  A2V               
  798  16891  6.55  -0.08 B8V               
  799  16895  4.12  0.49  F8V               
  800  16901  5.43  0.9   G0Ib-IICa1CH-1    
  801  16908  4.66  -0.13 B3V               
  802  16920  5.21  0.4   F4IV              
  803  16955  6.35  0.08  A2Vp:             
  804  16970  3.47  0.09  A3V               
  805  16975  6.01  0.92  G8III             
  806  16978  4.11  -0.06 B9V               
  807  17006  6.1   0.88  K1III             
  808  17017  6.46  1.07  K2III             
  809  17036  5.77  -0.01 B9Vn              
  810  17051  5.41  0.56  G0V               
  811  17081  4.25  -0.14 B7V               
  812  17093  5.18  0.24  A7III-IV          
  813  17094  4.27  0.31  F0IV              
  814  17098  6.36  -0.02 B9V               
  815  17138  6.18  0.18  A3V               
  816  17163  6.03  0.31  gF0               
  817  17168  6.22  0.04  A1V               
  818  17206  4.47  0.48  F6V               
  819  17228  6.25  0.93  G8III             
  820  17240  6.3   ""    A9V               
  821  17254  6.15  0.09  A2V               
  822  17325  6.85  1.36  K2III             
  823  17326  6.26  0.53  F5V               
  824  17361  4.51  1.11  K1.5III           
  825  17378  6.25  0.89  A5Ia              
  826  17390  6.49  0.38  F3IV              
  827  17438  6.47  0.39  F2                
  828  17459  5.82  1.2   K1III             
  829  17463  5.8   0.64  F5:Ib-II          
  830  17471  5.86  -0.07 A0V               
  831  17484  6.45  0.43  F6III-IV          
  832  17491  6.9   1.56  M4III             
  833  17504  5.74  0.93  G8III-IV          
  834  17506  3.76  1.68  K3-Ib-IIa         
  835  17528  6.51  0.96  K0-1III           
  836  17543  5.22  -0.06 B6V               
  837  17566  4.84  0.06  A2IV-V            
  838  17573  3.63  -0.1  B8Vn              
  839  17581  6.45  0.1   A1m               
  840  17584  4.23  0.34  F2III             
  841  17652  4.46  0.99  K0-IIIFe-0.5      
  842  17656  5.88  0.89  G8III             
  843  17709  4.53  1.56  K5+III            
  844  17713  6.14  1.07  K1III             
  845  17729  5.39  0.02  A0V               
  846  17743  6.36  0.07  B8III             
  847  17769  5.49  -0.09 B7V               
  848  17793  5.92  0.9   K0III             
  849  17818  6.26  1.18  G5I               
  850  17824  4.75  0.91  K0III             
  851  17829  5.47  1.25  K5III             
  852  17848  5.26  0.1   A2V               
  853  17864  6.36  0.05  A0V               
  854  17878  3.95  0.74  G4III+A4V         
  855  17904  5.33  0.41  F4IV              
  856  17918  6.31  ""    F5III             
  857  17925  6.04  0.87  K2V               
  858  17926  6.4   0.48  F8IV-V            
  859  17943  6.32  0.19  A7IV              
  860  17948  5.59  0.45  F4V               
  861  17958  6.24  2.03  K3Ib              
  862  18071  5.95  1.04  K0III             
  863  18149  5.92  0.44  F6IV              
  864  18153  6.22  1.57  K5III             
  865  18155  6.02  1.34  gK3               
  866  18185  6.03  1.25  K1III             
  867  18191  5.91  1.47  M6-III:           
  868  18242  4.0   2.11  M7IIIe            
  869  18256  5.63  0.43  F6V               
  870  18262  5.97  0.48  F7IV              
  871  18265  6.21  1.58  K4III             
  872  18293  4.75  1.33  K3III             
  873  18296  5.11  -0.01 B9pSi             
  874  18322  3.89  1.11  K1-IIIbBa0.2:     
  875  18331  5.17  0.08  A1Vn              
  876  18339  6.04  1.41  gK3               
  877  18345  6.11  1.69  M4IIIab           
  878  18404  5.8   0.41  F5IV              
  879  18411  4.7   0.06  A2Vn              
  880  18423  6.56  1.39  K2-3III           
  881  18438  5.49  1.57  M1III+F7IV        
  882  18449  4.93  1.23  K2III             
  883  18454  5.45  0.23  A5V               
  884  18466  6.29  0.47  A2-3V:+G:         
  885  18474  5.47  0.89  G5:III*           
  886  18482  5.89  1.44  K2                
  887  18519  4.63  0.04  "A2V s"           
  888  18520  4.63  0.04  "A2V s"           
  889  18535  5.84  1.33  K2III             
  890  18537  5.28  -0.05 B7V               
  891  18538  6.74  0.0   B9V               
  892  18543  5.23  0.0   A2IV              
  893  18546  6.41  -0.03 A0Vn              
  894  18552  6.11  -0.06 B8Vne             
  895  18557  6.14  0.22  A2m               
  896  18604  4.7   -0.12 B6III             
  897  18622  3.24  0.14  A4III             
  898  18623  4.35  0.08  A1V               
  899  18633  5.56  -0.08 B9.5V             
  900  18650  6.14  1.04  K1III             
  901  18692  5.71  0.4   F2V               
  902  18700  5.95  1.59  K6                
  903  18735  6.31  0.0   A0V               
  904  18760  6.11  1.77  M1III             
  905  18769  5.9   0.14  A3m               
  906  18778  5.95  0.15  A7III-IV          
  907  18784  5.75  1.05  K0II              
  908  18832  6.25  1.05  K0                
  909  18866  4.99  0.13  A3-5IIIm:         
  910  18883  5.61  -0.1  B7V               
  911  18884  2.53  1.64  M1.5IIIa          
  912  18885  5.83  1.11  gG6               
  913  18894  6.19  0.6   G0IV-V            
  914  18907  5.89  0.79  G5IV              
  915  18925  2.93  0.7   G8III+A2V         
  916  18928  6.36  ""    F0V               
  917  18953  5.32  0.94  K0II-III          
  918  18970  4.76  1.02  G9.5III           
  919  18978  4.09  0.16  A4IV              
  920  18991  6.11  1.02  G9III             
  921  19058  3.39  1.65  M4II              
  922  19065  5.89  -0.03 B9V               
  923  19066  6.05  1.01  K0III             
  924  19080  6.49  ""    K3III             
  925  19107  5.26  0.2   A8V               
  926  19121  6.05  1.04  K0III             
  927  19134  6.8   -0.02 B7V               
  928  19135  7.0   ""    B7V               
  929  19141  5.82  1.3   K2-3III           
  930  19268  6.31  -0.01 B5V               
  931  19270  5.62  1.08  K3III             
  932  19275  4.87  0.02  A2Vnn             
  933  19279  6.41  0.12  A3Vnn             
  934  19319  5.11  0.34  F0IV              
  935  19349  5.27  1.6   M3III             
  936  19356  2.12  -0.05 B8V               
  937  19373  4.05  0.59  G0V               
  938  19374  6.11  -0.12 B1.5V             
  939  19400  5.53  -0.14 B3V+A0IV          
  940  19460  6.27  1.58  M0III             
  941  19476  3.8   0.98  K0III             
  942  19525  6.28  1.06  G9III             
  943  19545  6.19  0.16  A5V               
  944  19548  5.72  0.12  B8III             
  945  19600  6.42  0.01  A0V               
  946  19637  6.02  1.28  K3III             
  947  19656  4.63  1.11  K1III             
  948  19698  5.98  -0.06 B8V               
  949  19735  6.33  1.43  K5III             
  950  19736  6.15  -0.09 B4V               
  951  19787  4.35  1.03  K2III             
  952  19789  6.12  1.02  K0IIIp            
  953  19826  6.38  0.93  K0IV              
  954  19832  5.79  -0.12 B9pSi             
  955  19836  6.05  1.66  M1III             
  956  19845  5.9   0.97  G9III             
  957  19887  6.26  1.2   K0                
  958  19926  5.56  1.08  K1IIIep+A6V       
  959  19940  6.15  1.02  K1III             
  960  19948  6.12  1.12  K1III             
  961  19978  5.45  0.19  A6V               
  962  19994  5.06  0.57  F8V               
  963  20010  3.87  0.52  F8V               
  964  20041  5.79  0.73  A0Ia              
  965  20084  5.61  0.92  G3IIp:+F0:V       
  966  20063  6.07  1.07  K2III             
  967  20104  6.36  0.09  A3V               
  968  20121  5.93  0.44  F7III+A0V         
  969  20123  5.03  1.15  G6Ib-IIa          
  970  20144  6.27  -0.08 B8V               
  971  20149  5.52  0.01  "A1V s"           
  972  20150  4.89  -0.01 A1V               
  973  20162  6.16  1.67  M2III             
  974  20176  6.16  1.05  K1IICNIII         
  975  20193  6.31  0.37  "F4V vw"          
  976  20210  6.25  0.28  A1m               
  977  20234  5.74  2.28  C5II              
  978  20277  6.06  0.99  G8IV              
  979  20283  6.45  ""    B9VpSi            
  980  20293  6.25  0.04  A5V               
  981  20313  5.57  0.3   F2II-III          
  982  20315  5.47  -0.06 B8V               
  983  20319  6.17  -0.02 B9V               
  984  20320  4.8   0.23  A5m               
  985  20336  4.84  -0.15 B2.5Ven           
  986  20346  5.96  0.07  A2IV              
  987  20365  5.15  -0.06 B3V               
  988  20395  6.14  0.4   F1V               
  989  20418  5.03  -0.06 B5V               
  990  20423  6.65  -0.07 A0V               
  991  20468  4.82  1.49  K2IICN1           
  992  20559  5.38  1.04  G9IV              
  993  20606  5.91  0.33  F3V+A8-9          
  994  20610  4.88  0.9   G6III             
  995  20618  5.9   0.86  G6IV              
  996  20630  4.83  0.68  G5V               
  997  20631  5.71  0.37  F0IV              
  998  20640  5.85  1.24  K2III             
  999  20644  4.47  1.55  K2II-III          
  1000 20663  6.12  1.24  gK3               
